"品詞細分類1","品詞細分類2","品詞細分類3","活用型","原形","読み","基本形","未然形","未然ウ接続","連用形","連用タ接続","仮定形","命令ｅ","仮定縮約１","未然特殊","体言接続特殊","体言接続特殊２","命令ｙｏ","命令ｒｏ","文語基本形","未然レル接続","命令ｉ","体言接続","未然ヌ接続","現代基本形"
"自立","*","*","一段","参じる","サンジル,サンジ,サンジヨ,サンジ,サンジレ,サンジヨ,サンジロ,サンジリャ,サンジン","参じる","参じ","参じよ","参じ","","参じれ","","参じりゃ","","参じん","","参じよ","参じろ","","","","","",""
"自立","*","*","五段・ラ行","罷り通る","マカリトオル,マカリトオラ,マカリトオン,マカリトオロ,マカリトオリ,マカリトオッ,マカリトオレ,マカリトオレ,マカリトオリャ,マカリトオン,マカリトオ","罷り通る","罷り通ら","罷り通ろ","罷り通り","罷り通っ","罷り通れ","罷り通れ","罷り通りゃ","罷り通ん","罷り通ん","罷り通","","","","","","","",""
"自立","*","*","一段","醸せる","カモセル,カモセ,カモセヨ,カモセ,カモセレ,カモセヨ,カモセロ,カモセリャ,カモセン","醸せる","醸せ","醸せよ","醸せ","","醸せれ","","醸せりゃ","","醸せん","","醸せよ","醸せろ","","","","","",""
"自立","*","*","五段・マ行","入り組む","イリクム,イリクマ,イリクモ,イリクミ,イリクン,イリクメ,イリクメ,イリクミャ","入り組む","入り組ま","入り組も","入り組み","入り組ん","入り組め","入り組め","入り組みゃ","","","","","","","","","","",""
"自立","*","*","一段","うれる","ウレル,ウレ,ウレヨ,ウレ,ウレレ,ウレヨ,ウレロ,ウレリャ,ウレン","うれる","うれ","うれよ","うれ","","うれれ","","うれりゃ","","うれん","","うれよ","うれろ","","","","","",""
"自立","*","*","五段・ラ行","選る","ヨル,ヨラ,ヨン,ヨロ,ヨリ,ヨッ,ヨレ,ヨレ,ヨリャ,ヨン,ヨ","選る","選ら","選ろ","選り","選っ","選れ","選れ","選りゃ","選ん","選ん","選","","","","","","","",""
"自立","*","*","五段・ラ行","しる","シル,シラ,シン,シロ,シリ,シッ,シレ,シレ,シリャ,シン,シ","しる","しら","しろ","しり","しっ","しれ","しれ","しりゃ","しん","しん","し","","","","","","","",""
"自立","*","*","一段","及ぼせる","オヨボセル,オヨボセ,オヨボセヨ,オヨボセ,オヨボセレ,オヨボセヨ,オヨボセロ,オヨボセリャ,オヨボセン","及ぼせる","及ぼせ","及ぼせよ","及ぼせ","","及ぼせれ","","及ぼせりゃ","","及ぼせん","","及ぼせよ","及ぼせろ","","","","","",""
"自立","*","*","一段","絎ける","クケル,クケ,クケヨ,クケ,クケレ,クケヨ,クケロ,クケリャ,クケン","絎ける","絎け","絎けよ","絎け","","絎けれ","","絎けりゃ","","絎けん","","絎けよ","絎けろ","","","","","",""
"自立","*","*","サ変・－スル","除する","ジョスル,ジョス,ジョシ,ジョシヨ,ジョショ,ジョセ,ジョスレ,ジョセヨ,ジョシロ,ジョスリャ","除する","除し","除しょ","","","除すれ","","除すりゃ","","","","除せよ","除しろ","除す","除せ","","","",""
"自立","*","*","五段・ラ行","へりくだる","ヘリクダル,ヘリクダラ,ヘリクダン,ヘリクダロ,ヘリクダリ,ヘリクダッ,ヘリクダレ,ヘリクダレ,ヘリクダリャ,ヘリクダン,ヘリクダ","へりくだる","へりくだら","へりくだろ","へりくだり","へりくだっ","へりくだれ","へりくだれ","へりくだりゃ","へりくだん","へりくだん","へりくだ","","","","","","","",""
"自立","*","*","五段・タ行","みゃくうつ","ミャクウツ,ミャクウタ,ミャクウト,ミャクウチ,ミャクウッ,ミャクウテ,ミャクウテ,ミャクウチャ","みゃくうつ","みゃくうた","みゃくうと","みゃくうち","みゃくうっ","みゃくうて","みゃくうて","みゃくうちゃ","","","","","","","","","","",""
"自立","*","*","一段","はぐくめる","ハグクメル,ハグクメ,ハグクメヨ,ハグクメ,ハグクメレ,ハグクメヨ,ハグクメロ,ハグクメリャ,ハグクメン","はぐくめる","はぐくめ","はぐくめよ","はぐくめ","","はぐくめれ","","はぐくめりゃ","","はぐくめん","","はぐくめよ","はぐくめろ","","","","","",""
"自立","*","*","一段","打てる","ウテル,ウテ,ウテヨ,ウテ,ウテレ,ウテヨ,ウテロ,ウテリャ,ウテン","打てる","打て","打てよ","打て","","打てれ","","打てりゃ","","打てん","","打てよ","打てろ","","","","","",""
"自立","*","*","五段・マ行","だまし込む","ダマシコム,ダマシコマ,ダマシコモ,ダマシコミ,ダマシコン,ダマシコメ,ダマシコメ,ダマシコミャ","だまし込む","だまし込ま","だまし込も","だまし込み","だまし込ん","だまし込め","だまし込め","だまし込みゃ","","","","","","","","","","",""
"自立","*","*","五段・サ行","揺るがす","ユルガス,ユルガサ,ユルガソ,ユルガシ,ユルガセ,ユルガセ,ユルガシャ","揺るがす","揺るがさ","揺るがそ","揺るがし","","揺るがせ","揺るがせ","揺るがしゃ","","","","","","","","","","",""
"自立","*","*","一段","買い替える","カイカエル,カイカエ,カイカエヨ,カイカエ,カイカエレ,カイカエヨ,カイカエロ,カイカエリャ,カイカエン","買い替える","買い替え","買い替えよ","買い替え","","買い替えれ","","買い替えりゃ","","買い替えん","","買い替えよ","買い替えろ","","","","","",""
"自立","*","*","サ変・－スル","饗する","キョウスル,キョウス,キョウシ,キョウシヨ,キョウショ,キョウセ,キョウスレ,キョウセヨ,キョウシロ,キョウスリャ","饗する","饗し","饗しょ","","","饗すれ","","饗すりゃ","","","","饗せよ","饗しろ","饗す","饗せ","","","",""
"自立","*","*","五段・マ行","汗ばむ","アセバム,アセバマ,アセバモ,アセバミ,アセバン,アセバメ,アセバメ,アセバミャ","汗ばむ","汗ばま","汗ばも","汗ばみ","汗ばん","汗ばめ","汗ばめ","汗ばみゃ","","","","","","","","","","",""
"自立","*","*","サ変・－スル","ひきぐする","ヒキグスル,ヒキグス,ヒキグシ,ヒキグシヨ,ヒキグショ,ヒキグセ,ヒキグスレ,ヒキグセヨ,ヒキグシロ,ヒキグスリャ","ひきぐする","ひきぐし","ひきぐしょ","","","ひきぐすれ","","ひきぐすりゃ","","","","ひきぐせよ","ひきぐしろ","ひきぐす","ひきぐせ","","","",""
"自立","*","*","五段・ラ行","刈る","カル,カラ,カン,カロ,カリ,カッ,カレ,カレ,カリャ,カン,カ","刈る","刈ら","刈ろ","刈り","刈っ","刈れ","刈れ","刈りゃ","刈ん","刈ん","刈","","","","","","","",""
"自立","*","*","一段","走り出る","ハシリデル,ハシリデ,ハシリデヨ,ハシリデ,ハシリデレ,ハシリデヨ,ハシリデロ,ハシリデリャ,ハシリデン","走り出る","走り出","走り出よ","走り出","","走り出れ","","走り出りゃ","","走り出ん","","走り出よ","走り出ろ","","","","","",""
"自立","*","*","一段","賣れる","ウレル,ウレ,ウレヨ,ウレ,ウレレ,ウレヨ,ウレロ,ウレリャ,ウレン","賣れる","賣れ","賣れよ","賣れ","","賣れれ","","賣れりゃ","","賣れん","","賣れよ","賣れろ","","","","","",""
"自立","*","*","一段","はめこめる","ハメコメル,ハメコメ,ハメコメヨ,ハメコメ,ハメコメレ,ハメコメヨ,ハメコメロ,ハメコメリャ,ハメコメン","はめこめる","はめこめ","はめこめよ","はめこめ","","はめこめれ","","はめこめりゃ","","はめこめん","","はめこめよ","はめこめろ","","","","","",""
"自立","*","*","五段・サ行","来たす","キタス,キタサ,キタソ,キタシ,キタセ,キタセ,キタシャ","来たす","来たさ","来たそ","来たし","","来たせ","来たせ","来たしゃ","","","","","","","","","","",""
"自立","*","*","五段・ラ行","まじわる","マジワル,マジワラ,マジワン,マジワロ,マジワリ,マジワッ,マジワレ,マジワレ,マジワリャ,マジワン,マジワ","まじわる","まじわら","まじわろ","まじわり","まじわっ","まじわれ","まじわれ","まじわりゃ","まじわん","まじわん","まじわ","","","","","","","",""
"自立","*","*","五段・ラ行","突当る","ツキアタル,ツキアタラ,ツキアタン,ツキアタロ,ツキアタリ,ツキアタッ,ツキアタレ,ツキアタレ,ツキアタリャ,ツキアタン,ツキアタ","突当る","突当ら","突当ろ","突当り","突当っ","突当れ","突当れ","突当りゃ","突当ん","突当ん","突当","","","","","","","",""
"自立","*","*","五段・ラ行","かさなる","カサナル,カサナラ,カサナン,カサナロ,カサナリ,カサナッ,カサナレ,カサナレ,カサナリャ,カサナン,カサナ","かさなる","かさなら","かさなろ","かさなり","かさなっ","かさなれ","かさなれ","かさなりゃ","かさなん","かさなん","かさな","","","","","","","",""
"自立","*","*","五段・ラ行","つりあがる","ツリアガル,ツリアガラ,ツリアガン,ツリアガロ,ツリアガリ,ツリアガッ,ツリアガレ,ツリアガレ,ツリアガリャ,ツリアガン,ツリアガ","つりあがる","つりあがら","つりあがろ","つりあがり","つりあがっ","つりあがれ","つりあがれ","つりあがりゃ","つりあがん","つりあがん","つりあが","","","","","","","",""
"自立","*","*","五段・ラ行","はせもどる","ハセモドル,ハセモドラ,ハセモドン,ハセモドロ,ハセモドリ,ハセモドッ,ハセモドレ,ハセモドレ,ハセモドリャ,ハセモドン,ハセモド","はせもどる","はせもどら","はせもどろ","はせもどり","はせもどっ","はせもどれ","はせもどれ","はせもどりゃ","はせもどん","はせもどん","はせもど","","","","","","","",""
"自立","*","*","五段・マ行","刈り込む","カリコム,カリコマ,カリコモ,カリコミ,カリコン,カリコメ,カリコメ,カリコミャ","刈り込む","刈り込ま","刈り込も","刈り込み","刈り込ん","刈り込め","刈り込め","刈り込みゃ","","","","","","","","","","",""
"自立","*","*","五段・サ行","たおす","タオス,タオサ,タオソ,タオシ,タオセ,タオセ,タオシャ","たおす","たおさ","たおそ","たおし","","たおせ","たおせ","たおしゃ","","","","","","","","","","",""
"自立","*","*","五段・ラ行","のたうち回る","ノタウチマワル,ノタウチマワラ,ノタウチマワン,ノタウチマワロ,ノタウチマワリ,ノタウチマワッ,ノタウチマワレ,ノタウチマワレ,ノタウチマワリャ,ノタウチマワン,ノタウチマワ","のたうち回る","のたうち回ら","のたうち回ろ","のたうち回り","のたうち回っ","のたうち回れ","のたうち回れ","のたうち回りゃ","のたうち回ん","のたうち回ん","のたうち回","","","","","","","",""
"自立","*","*","一段","目がける","メガケル,メガケ,メガケヨ,メガケ,メガケレ,メガケヨ,メガケロ,メガケリャ,メガケン","目がける","目がけ","目がけよ","目がけ","","目がけれ","","目がけりゃ","","目がけん","","目がけよ","目がけろ","","","","","",""
"自立","*","*","一段","碎ける","クダケル,クダケ,クダケヨ,クダケ,クダケレ,クダケヨ,クダケロ,クダケリャ,クダケン","碎ける","碎け","碎けよ","碎け","","碎けれ","","碎けりゃ","","碎けん","","碎けよ","碎けろ","","","","","",""
"自立","*","*","一段","おもいうかべる","オモイウカベル,オモイウカベ,オモイウカベヨ,オモイウカベ,オモイウカベレ,オモイウカベヨ,オモイウカベロ,オモイウカベリャ,オモイウカベン","おもいうかべる","おもいうかべ","おもいうかべよ","おもいうかべ","","おもいうかべれ","","おもいうかべりゃ","","おもいうかべん","","おもいうかべよ","おもいうかべろ","","","","","",""
"自立","*","*","一段","つっかえせる","ツッカエセル,ツッカエセ,ツッカエセヨ,ツッカエセ,ツッカエセレ,ツッカエセヨ,ツッカエセロ,ツッカエセリャ,ツッカエセン","つっかえせる","つっかえせ","つっかえせよ","つっかえせ","","つっかえせれ","","つっかえせりゃ","","つっかえせん","","つっかえせよ","つっかえせろ","","","","","",""
"自立","*","*","五段・ラ行","おわる","オワル,オワラ,オワン,オワロ,オワリ,オワッ,オワレ,オワレ,オワリャ,オワン,オワ","おわる","おわら","おわろ","おわり","おわっ","おわれ","おわれ","おわりゃ","おわん","おわん","おわ","","","","","","","",""
"自立","*","*","一段","押寄せる","オシヨセル,オシヨセ,オシヨセヨ,オシヨセ,オシヨセレ,オシヨセヨ,オシヨセロ,オシヨセリャ,オシヨセン","押寄せる","押寄せ","押寄せよ","押寄せ","","押寄せれ","","押寄せりゃ","","押寄せん","","押寄せよ","押寄せろ","","","","","",""
"自立","*","*","一段","いれあわせる","イレアワセル,イレアワセ,イレアワセヨ,イレアワセ,イレアワセレ,イレアワセヨ,イレアワセロ,イレアワセリャ,イレアワセン","いれあわせる","いれあわせ","いれあわせよ","いれあわせ","","いれあわせれ","","いれあわせりゃ","","いれあわせん","","いれあわせよ","いれあわせろ","","","","","",""
"自立","*","*","一段","凍てる","イテル,イテ,イテヨ,イテ,イテレ,イテヨ,イテロ,イテリャ,イテン","凍てる","凍て","凍てよ","凍て","","凍てれ","","凍てりゃ","","凍てん","","凍てよ","凍てろ","","","","","",""
"自立","*","*","一段","鋳る","イル,イ,イヨ,イ,イレ,イヨ,イロ,イリャ,イン","鋳る","鋳","鋳よ","鋳","","鋳れ","","鋳りゃ","","鋳ん","","鋳よ","鋳ろ","","","","","",""
"自立","*","*","五段・カ行イ音便","効く","キク,キカ,キコ,キキ,キイ,キケ,キケ,キキャ","効く","効か","効こ","効き","効い","効け","効け","効きゃ","","","","","","","","","","",""
"自立","*","*","五段・タ行","爪先立つ","ツマサキダツ,ツマサキダタ,ツマサキダト,ツマサキダチ,ツマサキダッ,ツマサキダテ,ツマサキダテ,ツマサキダチャ","爪先立つ","爪先立た","爪先立と","爪先立ち","爪先立っ","爪先立て","爪先立て","爪先立ちゃ","","","","","","","","","","",""
"自立","*","*","一段","おこれる","オコレル,オコレ,オコレヨ,オコレ,オコレレ,オコレヨ,オコレロ,オコレリャ,オコレン","おこれる","おこれ","おこれよ","おこれ","","おこれれ","","おこれりゃ","","おこれん","","おこれよ","おこれろ","","","","","",""
